sender_country,receiver_country,weight,recv_lon,recv_lat,send_lon,send_lat
AE,AT,0.04785465016299383,16.843,48.085,55.368,24.754
AE,ES,0.07950764565671423,-3.72,40.031,55.368,24.754
AE,FI,0.026082472158486112,24.52,65.563,55.368,24.754
AE,IE,0.07551929024297911,-8.248,52.679,55.368,24.754
AE,NO,0.02061820349439782,8.132,63.44,55.368,24.754
AE,SE,0.03515831393277888,16.282,63.654,55.368,24.754
AF,AT,0.030558179419226374,16.843,48.085,65.794,31.647
AF,ES,0.13214539881963558,-3.72,40.031,65.794,31.647
AF,FI,0.01332451944605354,24.52,65.563,65.794,31.647
AF,IE,0.048855214359758634,-8.248,52.679,65.794,31.647
AF,NO,0.015367269476569112,8.132,63.44,65.794,31.647
AF,SE,0.029431768446624592,16.282,63.654,65.794,31.647
AR,NZ,0.03273063616575708,175.062,-40.949,-66.322,-29.598
AR,US,0.07160670104528276,-99.818,37.615,-66.322,-29.598
AT,BE,0.0312758633209379,3.208,51.542,16.843,48.085
AT,BR,0.008321246243422023,-41.076,-10.964,16.843,48.085
AT,CA,0.016397006283328082,-82.375,46.296,16.843,48.085
AT,IL,0.003190399458889069,34.764,31.223,16.843,48.085
AT,IN,0.009588070872356606,76.129,19.557,16.843,48.085
AT,MX,0.05870222643724883,-100.773,21.559,16.843,48.085
AT,NL,0.0038177803562590845,4.945,52.875,16.843,48.085
AT,SA,0.0282655743624648,38.795,31.62,16.843,48.085
AT,ZA,0.09235337890034975,23.274,-30.622,16.843,48.085
AU,IN,0.07549573206386123,76.129,19.557,144.154,-31.773
AU,NZ,0.02462376386179924,175.062,-40.949,144.154,-31.773
BD,AT,0.016584778897601467,16.843,48.085,92.256,20.982
BD,ES,0.2381978032068471,-3.72,40.031,92.256,20.982
BD,FI,0.012640311936913612,24.52,65.563,92.256,20.982
BD,GB,0.0380491468755864,-2.227,53.821,92.256,20.982
BD,IE,0.02161666715585268,-8.248,52.679,92.256,20.982
BD,NO,0.01353374084772654,8.132,63.44,92.256,20.982
BD,SE,0.019926067991752415,16.282,63.654,92.256,20.982
BE,AT,0.004328290556858499,16.843,48.085,3.208,51.542
BE,CA,0.014749008426481757,-82.375,46.296,3.208,51.542
BE,IN,0.007617292607544463,76.129,19.557,3.208,51.542
BE,MX,0.07032663254139675,-100.773,21.559,3.208,51.542
BE,ZA,0.021180130866362213,23.274,-30.622,3.208,51.542
BF,AT,0.007453068413284344,16.843,48.085,-1.637,12.307
BF,US,0.2983375745806226,-99.818,37.615,-1.637,12.307
BG,CA,0.041138991642280034,-82.375,46.296,26.619,43.005
BG,US,0.130317101125241,-99.818,37.615,26.619,43.005
BH,AT,0.0684307753106364,16.843,48.085,50.58,26.1
BH,ES,0.04537379959026143,-3.72,40.031,50.58,26.1
BH,FI,0.03436089309934517,24.52,65.563,50.58,26.1
BH,IE,0.07942677821589707,-8.248,52.679,50.58,26.1
BH,NO,0.021914752185291018,8.132,63.44,50.58,26.1
BH,SE,0.05552624451939425,16.282,63.654,50.58,26.1
BI,AT,0.03174486698721579,16.843,48.085,30.03,-3.42
BI,BR,0.19993864407162398,-41.076,-10.964,30.03,-3.42
BI,FI,0.012842479989722703,24.52,65.563,30.03,-3.42
BI,IE,0.004231260460264999,-8.248,52.679,30.03,-3.42
BI,NO,0.009828832327766258,8.132,63.44,30.03,-3.42
BI,SE,0.02135729317227269,16.282,63.654,30.03,-3.42
BI,TW,0.0021166542956808972,120.945,23.682,30.03,-3.42
BO,BR,0.021620591052591745,-41.076,-10.964,-67.65,-20.75
BO,CA,0.025393838841678278,-82.375,46.296,-67.65,-20.75
BO,IE,0.1323944324225423,-8.248,52.679,-67.65,-20.75
BO,US,0.052247349209795235,-99.818,37.615,-67.65,-20.75
BR,AT,0.010600052190345821,16.843,48.085,-41.076,-10.964
BR,IE,0.0028959314051015175,-8.248,52.679,-41.076,-10.964
BR,US,0.06672057732498886,-99.818,37.615,-41.076,-10.964
BY,CA,0.03946681979163549,-82.375,46.296,31.385,53.38
BY,US,0.31853675152529914,-99.818,37.615,31.385,53.38
CA,BR,0.023158067356105025,-41.076,-10.964,-82.375,46.296
CA,FI,0.0017169591003077024,24.52,65.563,-82.375,46.296
CA,JP,0.05869371738113049,136.251,35.764,-82.375,46.296
CA,MX,0.008542257703520371,-100.773,21.559,-82.375,46.296
CH,AT,0.011735615297392702,16.843,48.085,7.299,47.384
CH,IE,0.01468587723248969,-8.248,52.679,7.299,47.384
CH,KR,0.020475513324409146,127.036,34.738,7.299,47.384
CH,MX,0.24545751797273105,-100.773,21.559,7.299,47.384
CH,MY,0.03678256100192639,101.67,2.751,7.299,47.384
CH,TH,0.02958964076201656,101.055,15.311,7.299,47.384
CH,TW,0.007139964460557986,120.945,23.682,7.299,47.384
CL,BR,0.019467763117516943,-41.076,-10.964,-70.155,-26.329
CL,CA,0.026325338886814004,-82.375,46.296,-70.155,-26.329
CL,NZ,0.04525692247910487,175.062,-40.949,-70.155,-26.329
CL,US,0.026787843956952457,-99.818,37.615,-70.155,-26.329
CL,ZA,0.005002685680213454,23.274,-30.622,-70.155,-26.329
CN,AU,0.004933439439550604,144.154,-31.773,108.792,38.61
CN,DK,0.007128846526560551,10.241,55.6,108.792,38.61
CN,ES,0.020610922913091176,-3.72,40.031,108.792,38.61
CN,GB,0.01740701359885375,-2.227,53.821,108.792,38.61
CN,NO,0.002159423839268099,8.132,63.44,108.792,38.61
