sender_country,receiver_country,weight,recv_lon,recv_lat,send_lon,send_lat
AE,EG,0.1653698131933664,32.667,26.551,55.368,24.754
AE,TR,0.015172458302385812,31.238,39.049,55.368,24.754
AF,IL,0.143733381606908,34.764,31.223,65.794,31.647
AR,CL,0.04852638126646693,-70.155,-26.329,-66.322,-29.598
AT,BE,0.0025935679304681914,3.208,51.542,16.843,48.085
AT,EG,0.06790205518522223,32.667,26.551,16.843,48.085
AT,ES,0.04913249630846488,-3.72,40.031,16.843,48.085
AT,FI,0.012675358551947395,24.52,65.563,16.843,48.085
AT,IE,0.006308991456650737,-8.248,52.679,16.843,48.085
AT,NL,0.08026652460502727,4.945,52.875,16.843,48.085
AT,NO,0.0015928041234180442,8.132,63.44,16.843,48.085
AT,SA,0.007748134512678197,38.795,31.62,16.843,48.085
AT,SE,0.013635899377338135,16.282,63.654,16.843,48.085
AU,NZ,0.07865649503118116,175.062,-40.949,144.154,-31.773
BD,CN,0.16414857390510834,108.792,38.61,92.256,20.982
BE,AT,0.028276072798775954,16.843,48.085,3.208,51.542
BE,ES,0.02545435859555126,-3.72,40.031,3.208,51.542
BE,FI,0.012133636581024381,24.52,65.563,3.208,51.542
BE,IE,0.012255143967163205,-8.248,52.679,3.208,51.542
BE,NO,0.012678673689969517,8.132,63.44,3.208,51.542
BE,SE,0.009479942364361902,16.282,63.654,3.208,51.542
BF,ES,0.17761122243597005,-3.72,40.031,-1.637,12.307
BG,AT,0.0182128406547593,16.843,48.085,26.619,43.005
BG,ES,0.023331467143186586,-3.72,40.031,26.619,43.005
BG,FI,0.019465101914808585,24.52,65.563,26.619,43.005
BG,IE,0.05417873857574043,-8.248,52.679,26.619,43.005
BG,NO,0.013444058331874037,8.132,63.44,26.619,43.005
BG,SE,0.013754564661640774,16.282,63.654,26.619,43.005
BH,EG,0.11643254751424373,32.667,26.551,50.58,26.1
BH,GR,0.0730844955329596,22.79,37.756,50.58,26.1
BI,ZA,0.12726351953418064,23.274,-30.622,30.03,-3.42
BO,BR,0.2122928915811241,-41.076,-10.964,-67.65,-20.75
BY,AT,0.06711839128213838,16.843,48.085,31.385,53.38
BY,ES,0.029813686325259315,-3.72,40.031,31.385,53.38
BY,FI,0.056872338081073504,24.52,65.563,31.385,53.38
BY,IE,0.08830458459999345,-8.248,52.679,31.385,53.38
BY,NO,0.0324657091706457,8.132,63.44,31.385,53.38
BY,SE,0.02795963413377679,16.282,63.654,31.385,53.38
CA,US,0.07053354245372806,-99.818,37.615,-82.375,46.296
CH,AT,0.07855587904950426,16.843,48.085,7.299,47.384
CH,FI,0.053727776984427524,24.52,65.563,7.299,47.384
CH,IE,0.1132490305797177,-8.248,52.679,7.299,47.384
CH,NO,0.02551636568217854,8.132,63.44,7.299,47.384
CH,SE,0.033229462660495056,16.282,63.654,7.299,47.384
CN,JP,0.0035738178331164608,136.251,35.764,108.792,38.61
CN,KR,0.014875987843557828,127.036,34.738,108.792,38.61
CN,TH,0.020296940761738047,101.055,15.311,108.792,38.61
CR,MX,0.12146060451385003,-100.773,21.559,-84.505,10.58
CU,CA,0.11612413514261713,-82.375,46.296,-77.643,21.493
CZ,AT,0.07557721350295475,16.843,48.085,15.394,49.636
CZ,FI,0.053144529873614864,24.52,65.563,15.394,49.636
CZ,IE,0.1093554244769518,-8.248,52.679,15.394,49.636
CZ,NO,0.02730548367369792,8.132,63.44,15.394,49.636
CZ,SE,0.03229232303972559,16.282,63.654,15.394,49.636
DE,AT,0.012528238603806297,16.843,48.085,10.674,52.577
DE,ES,0.034818787991705936,-3.72,40.031,10.674,52.577
DE,FI,0.008697690467989665,24.52,65.563,10.674,52.577
DE,IE,0.016832495707570293,-8.248,52.679,10.674,52.577
DE,NO,0.011427073054291137,8.132,63.44,10.674,52.577
DE,SE,0.007178333716039984,16.282,63.654,10.674,52.577
DK,AT,0.012774711906813471,16.843,48.085,10.241,55.6
DK,ES,0.02890251641107442,-3.72,40.031,10.241,55.6
DK,FI,0.005938596469941474,24.52,65.563,10.241,55.6
DK,IE,0.035995790190754044,-8.248,52.679,10.241,55.6
DK,NO,0.016356836437074414,8.132,63.44,10.241,55.6
DO,MX,0.10253034794812645,-100.773,21.559,-71.027,18.764
DZ,AT,0.11957136424018038,16.843,48.085,4.173,34.769
DZ,IE,0.1581919664938979,-8.248,52.679,4.173,34.769
EC,CL,0.0707120009745695,-70.155,-26.329,-78.236,0.025
EE,AT,0.0065337395388128106,16.843,48.085,23.591,58.806
EE,ES,0.10132573749071329,-3.72,40.031,23.591,58.806
EE,GR,0.007852198708722575,22.79,37.756,23.591,58.806
EE,IE,0.02536374183129051,-8.248,52.679,23.591,58.806
EE,TR,0.0510827582050032,31.238,39.049,23.591,58.806
EG,AT,0.0841014312401202,16.843,48.085,32.667,26.551
EG,GR,0.015160828763520302,22.79,37.756,32.667,26.551
EG,TR,0.0036825905851166274,31.238,39.049,32.667,26.551
ES,AT,0.011538893881225488,16.843,48.085,-3.72,40.031
ES,IE,0.03335539128627169,-8.248,52.679,-3.72,40.031
ES,NO,0.01597114743985622,8.132,63.44,-3.72,40.031
ES,PL,0.018491090289844123,17.38,53.213,-3.72,40.031
ES,SE,0.0161100842267688,16.282,63.654,-3.72,40.031
ET,EG,0.1102475108261596,32.667,26.551,39.249,8.591
ET,IL,0.08251832647008048,34.764,31.223,39.249,8.591
FI,AT,0.020010610280127204,16.843,48.085,24.52,65.563
